group,num_classes,sample_count_mean,sample_count_std,intra_variance_mean,intra_variance_std,estimated_k_mean,estimated_k_std,best_silhouette_mean,best_silhouette_std,bootstrap_k_std_mean,bootstrap_k_std_std,bootstrap_mode_fraction_mean,bootstrap_mode_fraction_std
many,33,284.42424242424244,107.45639531428267,0.24046324554717902,0.03222875842665356,2.090909090909091,0.2919371040605711,0.1100326981959921,0.023834503311512822,0.2683773942933447,0.4302298785847799,0.8606060606060606,0.2207082264260243
medium,33,76.84848484848484,29.139879473971334,0.23276206399455215,0.04249392288065333,2.696969696969697,1.4027840283889141,0.12004876859260327,0.04227999931599859,0.5859605813528699,0.8323433881277612,0.8424242424242423,0.2222474733128352
few,34,20.176470588235293,7.97902776881196,0.22890816497452118,0.043646769388748646,2.588235294117647,1.5592859099663563,0.15419349588196854,0.051115821190598744,0.7367512227682638,0.8119362095970386,0.710344827586207,0.26504019585474053
