x,y,pearson,spearman
sample_count,intra_variance,0.10634495623296814,0.1472924280757077
sample_count,estimated_k,-0.011713389671462572,0.45834053903019845
sample_count,best_silhouette,-0.34219379653649223,-0.43478604544479965
sample_count,bootstrap_k_std,-0.24188402065710304,-0.3661061954230028
sample_count,bootstrap_mode_fraction,0.31078100911589684,0.4137879898701796
